Keyword,Match_type,Campaign,Ad_group,Year,Quality_score,Month,Cost,Impressions,Clicks,CTR,Conversions,All_conv_value,Value_per_conv,Search_impr_share
hotel_brand property_2 hotel,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-10-01,21.39,40,6,15.0,0.0,18.0,0.0,57.35
hotel_brand property_2 hotel,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-11-01,4.5,8,2,25.0,0.0,1.0,0.0,88.89
hotel_brand property_2 hotel,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-12-01,30.28,35,12,34.29,0.0,1.0,0.0,54.69
hotel_brand property_2 hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-02-01,8.21,17,2,11.76,0.0,0.0,0.0,47.22
hotel_brand property_2 hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-03-01,20.26,19,8,42.11,0.0,0.0,0.0,76.0
hotel_brand property_2 hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-04-01,1.54,15,2,13.33,0.0,0.0,0.0,75.0
hotel_brand property_2 hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-05-01,9.65,8,3,37.5,0.0,0.0,0.0,57.14
hotel_brand property_2 hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-06-01,0.0,9,0,0.0,0.0,0.0,0.0,75.0
hotel_brand property_2 hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-07-01,3.52,7,1,14.29,0.0,0.0,0.0,53.85
hotel_brand property_2 hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-08-01,13.22,18,9,50.0,1.0,322.32,321.32,85.71
hotel_brand property_2 hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-09-01,4.99,7,2,28.57,0.0,0.0,0.0,53.85
hotel_brand property_2 hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-10-01,9.77,15,2,13.33,0.0,0.0,0.0,65.22
hotel_brand property_2 hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-11-01,3.58,1,1,100.0,0.0,1.0,0.0,100.0
hotel_brand property_2 hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-12-01,9.74,7,2,28.57,0.0,1.0,0.0,63.64
hotel_brand property_2 lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-02-01,63.81,120,28,23.33,0.0,0.0,0.0,70.55
hotel_brand property_2 lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-03-01,55.89,160,40,25.0,0.0,,0.0,60.15
hotel_brand property_2 lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-04-01,74.32,194,45,23.2,0.0,,0.0,70.8
hotel_brand property_2 lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-05-01,27.56,121,23,19.01,0.0,532.49,0.0,73.17
hotel_brand property_2 lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-06-01,51.18,109,31,28.44,0.0,15.0,0.0,67.5
hotel_brand property_2 lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-07-01,71.26,124,30,24.19,0.0,1.0,0.0,72.78
hotel_brand property_2 lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-08-01,74.21,143,40,27.97,0.0,10.0,0.0,72.82
hotel_brand property_2 lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-09-01,14.31,41,9,21.95,0.0,4.0,0.0,64.06
hotel_brand property_2 lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-10-01,67.69,80,28,35.0,0.0,9.0,0.0,65.57
hotel_brand property_2 lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-11-01,0.0,2,0,0.0,0.0,0.0,0.0,66.67
hotel_brand property_2 lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-12-01,52.35,23,15,65.22,0.0,2.0,0.0,60.53
hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-02-01,32.29,30,8,26.67,0.0,0.0,0.0,58.82
hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-03-01,26.64,56,12,21.43,0.0,0.0,0.0,62.22
hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-04-01,11.43,50,9,18.0,0.0,0.0,0.0,75.76
hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-05-01,17.08,51,15,29.41,0.0,4.0,0.0,65.38
hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-06-01,10.97,25,9,36.0,0.0,,0.0,67.57
hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-07-01,13.36,52,7,13.46,0.0,2.0,0.0,82.54
hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-08-01,18.14,21,6,28.57,1.0,289.19,289.19,72.41
hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-09-01,20.79,16,6,37.5,0.0,0.0,0.0,51.61
hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-10-01,28.45,43,12,27.91,0.0,4.0,0.0,74.14
hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-11-01,0.0,3,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-12-01,28.71,29,8,27.59,0.0,0.0,0.0,70.73
hotel_brand property_2 Hotel & Spa,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-02-01,6.03,3,1,33.33,0.0,0.0,0.0,100.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-03-01,1.62,3,1,33.33,0.0,0.0,0.0,100.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-04-01,0.0,3,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-05-01,11.74,19,7,36.84,0.0,975.06,0.0,79.17
hotel_brand property_2 Hotel & Spa,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-06-01,0.0,1,0,0.0,0.0,0.0,0.0,25.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-07-01,6.58,2,1,50.0,0.0,1.0,0.0,66.67
hotel_brand property_2 Hotel & Spa,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-08-01,0.0,2,0,0.0,0.0,0.0,0.0,50.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-10-01,0.0,1,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2 Hotel & Spa,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-12-01,0.69,2,1,50.0,0.0,0.0,0.0,100.0
hotel_brand boutique hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-04-01,12.81,18,5,27.78,0.0,,0.0,85.71
hotel_brand boutique hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-05-01,19.02,30,11,36.67,0.0,9.0,0.0,75.0
hotel_brand boutique hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-06-01,4.67,23,2,8.7,0.0,2.0,0.0,79.31
hotel_brand boutique hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-07-01,16.03,22,7,31.82,0.0,0.0,0.0,78.57
hotel_brand boutique hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-08-01,12.47,36,12,33.33,0.0,4.0,0.0,83.72
hotel_brand boutique hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-09-01,5.31,8,2,25.0,0.0,0.0,0.0,57.14
hotel_brand boutique hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-10-01,16.74,22,6,27.27,0.0,1.0,0.0,81.48
hotel_brand boutique hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-11-01,0.7,6,1,16.67,0.0,0.0,0.0,100.0
hotel_brand boutique hotel lisbon,Exact match,Sales_USA_CA,Marca USA_CA,2023,,2023-12-01,21.87,34,7,20.59,0.0,0.0,0.0,69.39
lisbon city break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2023,,2023-10-01,25.15,233,19,8.15,0.0,0.0,0.0,17.68
lisbon city break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2023,,2023-12-01,30.04,157,18,11.46,0.0,1.0,0.0,13.16
lisbon city breaks,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2023,,2023-10-01,0.0,48,0,0.0,0.0,0.0,0.0,5.0
lisbon short break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2023,,2023-10-01,2.38,14,2,14.29,0.0,0.0,0.0,17.57
lisbon short break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2023,,2023-12-01,0.0,1,0,0.0,0.0,0.0,0.0,33.33
short breaks lisbon,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2023,,2023-10-01,21.62,233,21,9.01,0.0,0.0,0.0,14.93
short breaks lisbon,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2023,,2023-12-01,4.93,32,4,12.5,0.0,0.0,0.0,13.45
lisbon weekend break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2023,,2023-10-01,32.85,238,33,13.87,0.0,2.0,0.0,29.68
lisbon weekend break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2023,,2023-12-01,11.39,77,8,10.39,0.0,0.0,0.0,28.16
lisbon mini break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2023,,2023-10-01,0.94,6,1,16.67,0.0,0.0,0.0,15.79
lisbon mini break,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2023,,2023-12-01,0.0,2,0,0.0,0.0,0.0,0.0,5.0
lisbon city break deals,Exact match,Brand_CityBreak_Europe,Lisbon Weekend Break,2023,,2023-10-01,0.0,5,0,0.0,0.0,0.0,0.0,21.74
hotel_brand property_2 hotel,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2023,,2023-01-01,2.97,42,12,28.57,0.0,0.0,0.0,66.67
hotel_brand property_2 hotel,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2023,,2023-02-01,0.59,3,1,33.33,0.0,0.0,0.0,75.0
hotel hotel_brand property_2,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2023,,2023-01-01,0.22,10,2,20.0,0.0,0.0,0.0,40.0
hotel hotel_brand property_2,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2023,,2023-02-01,0.0,1,0,0.0,0.0,0.0,0.0,100.0
hotel_brand property_2,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2023,,2023-01-01,4.37,47,12,25.53,0.0,3.0,0.0,50.0
hotel_brand property_2,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2023,,2023-02-01,0.0,4,0,0.0,0.0,0.0,0.0,33.33
hotel_brand property_2 hotel lisbonne,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2023,,2023-01-01,0.22,5,1,20.0,0.0,0.0,0.0,50.0
hotel_brand property_2 hotel lisbonne,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2023,,2023-02-01,0.0,1,0,0.0,0.0,0.0,0.0,50.0
hotel_brand property_2 lisbonne,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2023,,2023-01-01,0.58,3,1,33.33,0.0,0.0,0.0,60.0
hotel_brand property_2 lisbonne,Exact match,Sales_FR_BE_CH,Marca_Antiga FR,2023,,2023-02-01,0.14,1,1,100.0,0.0,0.0,0.0,50.0
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-01-01,2.58,26,4,15.38,0.0,0.0,0.0,40.63
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-04-01,0.93,12,2,16.67,0.0,0.0,0.0,19.35
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-05-01,7.13,63,14,22.22,0.0,0.0,0.0,32.81
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-06-01,13.22,88,16,18.18,0.0,0.0,0.0,53.99
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-07-01,10.39,82,12,14.63,0.0,0.0,0.0,56.94
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-08-01,25.9,149,28,18.79,0.0,0.0,0.0,52.11
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-09-01,10.36,58,14,24.14,0.0,0.0,0.0,58.0
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-10-01,27.42,129,33,25.58,0.0,0.0,0.0,54.24
hotel charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-12-01,2.95,15,3,20.0,0.0,0.0,0.0,41.67
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-01-01,7.28,59,9,15.25,0.0,0.0,0.0,31.38
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-04-01,2.98,33,7,21.21,0.0,0.0,0.0,25.98
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-05-01,9.01,121,18,14.88,0.0,0.0,0.0,33.15
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-06-01,23.33,170,29,17.06,0.0,1.0,0.0,39.81
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-07-01,23.82,162,27,16.67,0.0,0.0,0.0,47.79
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-08-01,73.95,399,83,20.8,0.0,1.0,0.0,55.26
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-09-01,24.99,165,34,20.61,0.0,0.0,0.0,49.85
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-10-01,57.82,271,69,25.46,0.0,0.0,0.0,44.43
hotel de charme lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-12-01,16.22,56,14,25.0,0.0,0.0,0.0,39.72
lisbonne hotel de charme,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-01-01,9.1,41,9,21.95,0.0,0.0,0.0,32.54
lisbonne hotel de charme,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-04-01,1.26,14,3,21.43,0.0,0.0,0.0,17.72
lisbonne hotel de charme,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-05-01,1.43,32,3,9.38,0.0,0.0,0.0,27.83
lisbonne hotel de charme,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-06-01,10.48,43,13,30.23,0.0,0.0,0.0,63.08
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-01-01,2.0,22,4,18.18,0.0,0.0,0.0,46.81
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-04-01,1.42,11,3,27.27,0.0,0.0,0.0,25.58
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-05-01,5.03,46,10,21.74,0.0,0.0,0.0,54.76
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-06-01,8.67,35,9,25.71,0.0,0.0,0.0,45.45
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-07-01,3.01,26,4,15.38,0.0,0.0,0.0,66.67
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-08-01,17.32,90,19,21.11,0.0,0.0,0.0,72.0
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-09-01,4.24,21,6,28.57,0.0,0.0,0.0,60.0
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-10-01,18.02,73,24,32.88,0.0,0.0,0.0,59.35
hotel de charme lisbonne centre,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-12-01,2.16,15,2,13.33,0.0,0.0,0.0,55.56
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-01-01,23.3,204,26,12.75,0.0,0.0,0.0,43.44
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-04-01,0.41,32,1,3.13,0.0,0.0,0.0,13.11
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-05-01,8.66,143,17,11.89,0.0,0.0,0.0,20.72
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-06-01,22.49,191,28,14.66,0.0,1.0,0.0,31.41
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-07-01,10.37,134,12,8.96,0.0,0.0,0.0,34.1
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-08-01,44.92,289,50,17.3,0.0,0.0,0.0,43.07
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-09-01,15.47,91,21,23.08,0.0,0.0,0.0,36.55
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-10-01,31.55,278,39,14.03,0.0,0.0,0.0,41.54
boutique hotel lisbonne,Exact match,Brand_Awareness_FR,Hotel Charme,2023,,2023-12-01,7.92,41,8,19.51,0.0,0.0,0.0,26.62
hotel lisbonne spa,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-01-01,1.43,13,1,7.69,0.0,0.0,0.0,18.57
hotel lisbonne spa,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-04-01,0.87,4,2,50.0,0.0,0.0,0.0,36.36
hotel lisbonne spa,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-05-01,0.87,17,2,11.76,0.0,0.0,0.0,31.37
hotel lisbonne spa,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-06-01,4.45,19,5,26.32,0.0,0.0,0.0,73.08
hotel spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-01-01,10.19,63,12,19.05,0.0,0.0,0.0,17.95
hotel spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-04-01,4.95,38,11,28.95,0.0,0.0,0.0,26.03
hotel spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-05-01,6.96,74,15,20.27,0.0,0.0,0.0,29.37
hotel spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-06-01,24.64,130,27,20.77,0.0,0.0,0.0,65.33
hotel spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-07-01,23.52,139,27,19.42,0.0,0.0,0.0,54.66
hotel spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-08-01,74.01,433,78,18.01,0.0,0.0,0.0,70.38
hotel spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-09-01,42.15,225,56,24.89,0.0,0.0,0.0,65.6
hotel spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-10-01,99.49,515,120,23.3,0.0,3.0,0.0,59.15
hotel spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-12-01,37.61,136,36,26.47,0.0,0.0,0.0,53.54
lisbonne spa hotel,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-01-01,2.0,13,2,15.38,0.0,0.0,0.0,52.0
lisbonne spa hotel,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-04-01,1.97,19,5,26.32,0.0,0.0,0.0,51.35
lisbonne spa hotel,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-05-01,2.24,35,4,11.43,0.0,0.0,0.0,52.24
lisbonne spa hotel,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-06-01,9.53,66,12,18.18,0.0,0.0,0.0,75.0
lisbonne spa hotel,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-07-01,4.03,11,5,45.45,0.0,0.0,0.0,57.89
lisbonne spa hotel,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-08-01,7.04,28,8,28.57,0.0,0.0,0.0,63.64
lisbonne spa hotel,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-09-01,3.21,14,4,28.57,0.0,0.0,0.0,82.35
lisbonne spa hotel,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-10-01,7.3,38,9,23.68,0.0,0.0,0.0,81.82
lisbonne spa hotel,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-12-01,4.11,14,3,21.43,0.0,0.0,0.0,70.0
hotel avec spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-01-01,1.13,5,2,40.0,0.0,0.0,0.0,31.25
hotel avec spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-04-01,0.0,1,0,0.0,0.0,0.0,0.0,33.33
hotel avec spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-05-01,1.1,5,2,40.0,0.0,0.0,0.0,29.41
hotel avec spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-06-01,0.0,2,0,0.0,0.0,0.0,0.0,100.0
spa a lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-01-01,8.36,125,12,9.6,0.0,0.0,0.0,11.02
spa a lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-04-01,37.19,384,71,18.49,0.0,5.0,0.0,62.85
spa a lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-05-01,49.6,617,112,18.15,0.0,3.0,0.0,62.22
hôtel avec spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-12-01,0.0,2,0,0.0,0.0,0.0,0.0,50.0
lisbonne spa,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-01-01,6.18,122,9,7.38,0.0,3.0,0.0,32.84
lisbonne spa,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-04-01,7.63,74,18,24.32,0.0,0.0,0.0,55.66
lisbonne spa,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-05-01,23.62,217,51,23.5,0.0,0.0,0.0,64.98
hôtel spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-01-01,0.73,3,1,33.33,0.0,0.0,0.0,12.5
hôtel spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-04-01,0.0,3,0,0.0,0.0,0.0,0.0,5.0
hôtel spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-05-01,1.3,24,3,12.5,0.0,0.0,0.0,29.63
hôtel spa lisbonne,Exact match,Brand_Awareness_FR,Hotel Spa Lisbonne,2023,,2023-06-01,3.8,11,4,36.36,0.0,0.0,0.0,33.33
lisbon boutique hotel,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-06-01,17.23,61,6,9.84,0.0,0.0,0.0,39.49
lisbon boutique hotel,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-07-01,7.65,48,4,8.33,0.0,0.0,0.0,17.84
lisbon boutique hotel,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-08-01,0.0,14,0,0.0,0.0,0.0,0.0,25.93
lisbon boutique hotels,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-06-01,2.8,43,1,2.33,0.0,0.0,0.0,28.38
lisbon boutique hotels,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-07-01,12.63,36,5,13.89,0.0,0.0,0.0,19.55
lisbon boutique hotels,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-08-01,73.57,275,34,12.36,0.0,1.0,0.0,14.29
lisbon boutique hotels,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-09-01,42.14,172,18,10.47,0.0,1.0,0.0,23.16
lisbon boutique hotels,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-10-01,100.32,409,41,10.02,0.0,1.0,0.0,27.32
lisbon boutique hotels,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-11-01,23.78,117,10,8.55,0.0,0.0,0.0,30.89
lisbon boutique hotels,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-12-01,124.88,370,40,10.81,0.0,1.0,0.0,34.25
boutique hotels in lisbon,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-06-01,11.4,52,4,7.69,0.0,0.0,0.0,44.83
boutique hotels in lisbon,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-07-01,5.94,19,3,15.79,0.0,0.0,0.0,19.0
boutique hotels in lisbon,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-08-01,7.15,11,3,27.27,0.0,0.0,0.0,21.15
boutique hotel lisbon,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-06-01,30.0,102,11,10.78,0.0,0.0,0.0,43.59
boutique hotel lisbon,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-07-01,14.85,28,5,17.86,0.0,0.0,0.0,19.44
boutique hotel lisbon,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-08-01,4.8,14,2,14.29,0.0,0.0,0.0,25.93
boutique hotels lisbon,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-06-01,17.45,73,5,6.85,0.0,1.0,0.0,41.48
boutique hotels lisbon,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-07-01,3.66,23,1,4.35,0.0,0.0,0.0,5.0
boutique hotels lisbon,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-08-01,2.76,9,1,11.11,0.0,0.0,0.0,10.91
boutique hotels lisbon portugal,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-04-01,28.45,230,17,7.39,0.0,1.0,0.0,27.35
boutique hotels lisbon portugal,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-05-01,48.26,432,42,9.72,1.0,,,16.21
boutique hotels lisbon portugal,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-06-01,156.74,499,48,9.62,0.0,2.0,0.0,38.84
boutique hotels lisbon portugal,Exact match,Brand_Awareness_USA,Boutique Hotel Lisbon,2023,,2023-07-01,0.0,6,0,0.0,0.0,0.0,0.0,18.18
