# ----------------------------------------
# Key event attribution paths
# Account: Inspira Hotels
# Property: https://www.inspirahotels.com - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20230101
# End date: 20260302
Primary channel group path,Data-driven path attributed key events,Key events,Purchase revenue,Days to key event,Touch points to key event
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,620.599996,6,10
"[""Organic Social"",""Organic Social"",""Paid Social"",""Paid Social"",""Organic Social"",""Paid Social"",""Organic Social""]",NaN,1,627.72,1,7
"[""Unassigned"",""Organic Search"",""Organic Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Referral""]",NaN,1,630.699999,0,8
"[""Unassigned"",""Unassigned"",""Paid Search"",""Unassigned"",""Organic Search"",""Unassigned"",""Unassigned""]",NaN,1,633.679999,18,7
"[""Unassigned"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral""]",NaN,1,636.649997,0,9
"[""Organic Social"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,640.499999,1,4
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Referral""]",NaN,1,652.499995,0,6
"[""Paid Search"",""Paid Search"",""Unassigned"",""Paid Social"",""Paid Search"",""Unassigned"",""Organic Search"",""Unassigned""]",NaN,1,654.499998,0,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social""]",NaN,1,661.499998,0,5
"[""Unassigned"",""Paid Search"",""Paid Search"",""Unassigned""]",NaN,1,661.499998,6,4
"[""Paid Social"",""Organic Social"",""Organic Search"",""Organic Search""]",NaN,1,667.8,1,4
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,672.35,8,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Referral"",""Referral""]",NaN,1,674.729998,2,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Referral""]",NaN,1,675.75,1,4
"[""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Unassigned""]",NaN,1,683.549999,0,5
"[""Paid Search"",""Paid Search"",""Referral"",""Referral"",""Referral""]",NaN,1,694.879998,0,5
"[""Email"",""Email"",""Email"",""Email"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,708.749995,0,10
"[""Cross-network"",""Organic Search""]",NaN,1,715,0,2
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,727.999988,0,13
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,1,749.079997,0,14
"[""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,751.999992,0,8
"[""Paid Social"",""Unassigned"",""Unassigned"",""Organic Search""]",NaN,1,771.599999,0,4
"[""Organic Search"",""Unassigned"",""Organic Search"",""Organic Search"",""Email"",""Email""]",NaN,1,785.909999,21,6
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Unassigned"",""Unassigned""]",NaN,1,804.999994,0,8
"[""Paid Social"",""Organic Social"",""Paid Social""]",NaN,1,812.699999,0,3
"[""Organic Search"",""Unassigned"",""Unassigned""]",NaN,1,823.199999,0,3
"[""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,825.3,0,7
"[""Cross-network"",""Cross-network""]",NaN,1,826,0,2
"[""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,829.999981,0,19
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,847.879996,1,19
"[""Unassigned"",""Unassigned"",""Paid Social"",""Unassigned""]",NaN,1,854.249999,0,4
"[""Unassigned"",""Unassigned"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Unassigned"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,860.619994,0,16
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,867.999985,0,15
"[""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,888.999987,0,13
"[""Referral"",""Referral"",""Referral"",""Organic Search"",""Unassigned""]",NaN,1,893.749999,2,5
"[""Organic Search"",""Referral"",""Organic Search""]",NaN,1,919.999999,22,3
"[""Organic Search"",""Organic Search"",""Referral"",""Referral""]",NaN,1,928.119996,0,4
"[""Organic Search"",""Organic Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Organic Search""]",NaN,1,928.619999,22,6
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,959.999984,0,17
"[""Organic Search"",""Organic Search"",""Unassigned"",""Unassigned""]",NaN,1,965.249998,0,4
"[""Organic Social"",""Organic Social"",""Organic Social"",""Referral""]",NaN,1,997.049998,0,4
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,1,1012.5,2,7
"[""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,1020,0,7
"[""Unassigned"",""Unassigned"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,1043.5,5,15
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Organic Search""]",NaN,1,1043.8,0,5
"[""Organic Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Referral""]",NaN,1,1045.499997,9,6
"[""Unassigned"",""Paid Social"",""Organic Social"",""Organic Search"",""Paid Social""]",NaN,1,1102.5,7,5
"[""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,1128.379995,0,6
"[""Organic Search"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,1128.959999,2,4
"[""Unassigned"",""Unassigned"",""Organic Search"",""Unassigned"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,1133.999999,2,7
"[""Organic Search"",""Organic Search"",""Unassigned"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral""]",NaN,1,1156.679997,2,8
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",NaN,1,1177.25,1,4
"[""Organic Search"",""Organic Search"",""Unassigned"",""Organic Search"",""Paid Search""]",NaN,1,1191.999999,28,5
"[""Unassigned"",""Unassigned"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral""]",NaN,1,1195.739999,7,6
"[""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,1204.99999,0,16
"[""Unassigned"",""Unassigned"",""Organic Search"",""Organic Search""]",NaN,1,1213.799997,0,4
"[""Organic Search"",""Unassigned"",""Referral""]",NaN,1,1335.559999,0,3
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Organic Search"",""Organic Search""]",NaN,1,1444.999995,10,12
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,1581,0,5
"[""Unassigned"",""Unassigned"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,1,1704.499997,0,7
"[""Unassigned"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,1,1763.5,5,6
"[""Unassigned"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral""]",NaN,1,1826.999999,0,6
"[""Unassigned"",""Unassigned"",""Unassigned"",""Organic Social""]",NaN,1,1922.059998,0,4
"[""Organic Search"",""Organic Search"",""Organic Search"",""Unassigned"",""Unassigned"",""Paid Search"",""Unassigned"",""Unassigned"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,1,1950,3,20
"[""Unassigned"",""Paid Social"",""Unassigned""]",NaN,1,2524.249999,1,3
"[""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,1,3570,0,8
