Month,Year,Campaign_type,Campaign,Ad_group,Impressions,Clicks,Conversions,Value_per_conv,All_conv_rate,All_conv_value,CTR,Search_impr_share,Cost
2023-03-01,2023,Demand Gen,Brand_Discovery_FR,Offre de Dernière Minute,19610,1579,0.0,0.0,0.0,0.0,8.05,,79.07
2023-03-01,2023,Demand Gen,Brand_Discovery_ESP,Discovery_Interesses_ESP,26474,1620,0.0,0.0,0.0,0.0,6.12,,36.65
2023-03-01,2023,Demand Gen,Brand_Discovery_ESP,Semana Santa ESP,30,1,0.0,0.0,0.0,0.0,3.33,,0.02
2023-03-01,2023,Search,Sales_ESP,Marca_Nova_ESP,464,135,3.0,182.38,2.22,182.38,29.09,81.12,55.75
2023-03-01,2023,Demand Gen,Brand_Discovery_DE_NL_CH_BE,Last Minute DE,8046,848,0.0,0.0,0.0,0.0,10.54,,87.11
2023-03-01,2023,Demand Gen,Brand_Discovery_USA,Lisbon Vacations,11919,397,0.0,0.0,0.0,0.0,3.33,,121.93
2023-03-01,2023,Search,Sales_PT,Marca Liberdade PT,2254,504,21.0,66.26,4.17,66.26,22.36,48.3,64.0
2023-03-01,2023,Demand Gen,Brand_Discovery_UK,Planning_Trip_Lisbon_UK,13184,687,0.0,0.0,0.0,0.0,5.21,,99.23
2023-04-01,2023,Search,Sales_UK_IE,Marca Liberdade UK,350,102,0.0,0.0,13.73,1.0,29.14,67.5,122.61
2023-04-01,2023,Search,Sales_USA_CA,Marca USA_CA,373,82,0.0,0.0,15.85,385.85,21.98,72.29,144.75
2023-04-01,2023,Search,Sales_FR_BE_CH,Marca_Nova_FR,520,121,0.0,0.0,10.74,91.38,23.27,63.37,59.57
2023-04-01,2023,Search,Restaurant_PT,Restaurante sem gluten,30,1,0.0,0.0,0.0,0.0,3.33,28.3,0.31
2023-04-01,2023,Search,Restaurant_PT,Restaurante perto de mim,2164,289,0.0,0.0,5.54,1.0,13.35,29.66,99.69
2023-04-01,2023,Search,Brand_Awareness_FR,Hotel Charme,102,16,0.0,0.0,0.0,0.0,15.69,18.38,7.0
2023-04-01,2023,Search,Brand_Awareness_FR,Hotel Spa Lisbonne,523,107,0.0,0.0,4.67,1.0,20.46,53.15,52.61
2023-04-01,2023,Search,Brand_Awareness_USA,Boutique Hotel Lisbon,234,17,0.0,0.0,5.88,1.0,7.26,27.66,28.45
2023-04-01,2023,Search,Brand_Awareness_USA,Hotels in Lisbon,505,42,0.0,0.0,0.0,0.0,8.32,5.0,69.56
2023-04-01,2023,Demand Gen,Brand_Discovery_FR,Offre de Dernière Minute,15647,1228,0.0,0.0,0.28,1.0,7.85,,61.59
2023-04-01,2023,Demand Gen,Brand_Discovery_ESP,Discovery_Interesses_ESP,14333,734,0.0,0.0,0.0,0.0,5.12,,17.23
2023-04-01,2023,Demand Gen,Brand_Discovery_ESP,Semana Santa ESP,20,0,0.0,0.0,0.0,0.0,0.0,,0.0
2023-04-01,2023,Search,Sales_ESP,Marca_Nova_ESP,178,61,4.0,293.57,18.03,107.39,34.27,83.96,40.79
2023-04-01,2023,Demand Gen,Brand_Discovery_DE_NL_CH_BE,Last Minute DE,3381,350,0.0,0.0,0.0,0.0,10.35,,31.39
2023-04-01,2023,Demand Gen,Brand_Discovery_USA,Lisbon Vacations,14644,468,0.0,0.0,0.67,1.0,3.2,,141.9
2023-04-01,2023,Search,Sales_PT,Marca Liberdade PT,1909,411,16.0,136.75,14.11,38.45,21.53,54.13,64.99
2023-04-01,2023,Demand Gen,Brand_Discovery_UK,Planning_Trip_Lisbon_UK,15201,395,0.0,0.0,0.0,0.0,2.6,,120.54
2023-04-01,2023,Demand Gen,Remarketing_ENG,Remarketing ENG,1493,166,0.0,0.0,0.76,1.0,11.12,,26.52
2023-04-01,2023,Display,Remarketing_Display_ENG,Ad group 1,62,0,0.0,0.0,0.0,0.0,0.0,,0.0
2023-05-01,2023,Search,Sales_UK_IE,Marca Liberdade UK,463,127,0.0,0.0,53.54,29.12,27.43,64.62,119.39
2023-05-01,2023,Search,Sales_USA_CA,Marca USA_CA,287,75,0.0,0.0,36.0,73.39,26.13,68.26,108.74
2023-05-01,2023,Search,Sales_FR_BE_CH,Marca_Nova_FR,418,125,0.0,0.0,28.0,38.07,29.9,54.09,60.79
2023-05-01,2023,Search,Restaurant_PT,Restaurante sem gluten,2,0,0.0,0.0,0.0,0.0,0.0,,0.0
2023-05-01,2023,Search,Restaurant_PT,Restaurante perto de mim,98,7,0.0,0.0,42.86,1.0,7.14,69.12,4.49
2023-05-01,2023,Search,Brand_Awareness_FR,Hotel Charme,405,62,0.0,0.0,0.0,0.0,15.31,28.01,31.26
2023-05-01,2023,Search,Brand_Awareness_FR,Hotel Spa Lisbonne,989,189,0.0,0.0,1.59,1.0,19.11,54.77,85.69
2023-05-01,2023,Search,Brand_Awareness_USA,Boutique Hotel Lisbon,439,44,1.0,,6.82,339.88,10.02,16.4,50.3
2023-05-01,2023,Search,Brand_Awareness_USA,Hotels in Lisbon,1395,130,0.0,0.0,8.46,1.0,9.32,5.0,153.81
2023-05-01,2023,Demand Gen,Brand_Discovery_DE_NL_CH_BE,Last Minute DE,3093,306,0.0,0.0,0.31,1.0,9.89,,24.59
2023-05-01,2023,Demand Gen,Brand_Discovery_USA,Lisbon Vacations,22713,392,0.0,0.0,0.0,0.0,1.73,,86.05
2023-05-01,2023,Search,Sales_PT,Marca Liberdade PT,1706,410,28.0,41.48,37.8,8.31,24.03,50.28,70.7
2023-05-01,2023,Demand Gen,Brand_Discovery_UK,Planning_Trip_Lisbon_UK,11212,242,0.0,0.0,0.8,1.0,2.16,,82.81
2023-05-01,2023,Search,Restaurant_ENG,Restaurants near me,555,18,0.0,0.0,55.56,1.0,3.24,5.0,6.0
2023-05-01,2023,Demand Gen,Remarketing_ENG,Remarketing ENG,1530,127,0.0,0.0,0.0,0.0,8.3,,31.63
2023-05-01,2023,Display,Remarketing_Display_ENG,Ad group 1,19,0,0.0,0.0,0.0,0.0,0.0,,0.0
2023-06-01,2023,Search,Sales_UK_IE,Marca Liberdade UK,408,116,0.0,0.0,18.1,31.05,28.43,68.47,121.26
2023-06-01,2023,Search,Sales_USA_CA,Marca USA_CA,221,49,0.0,0.0,48.98,92.65,22.17,66.67,75.37
2023-06-01,2023,Search,Sales_FR_BE_CH,Marca_Nova_FR,381,91,0.0,0.0,19.78,264.71,23.88,64.08,60.55
2023-06-01,2023,Search,Restaurant_PT,Restaurante sem gluten,54,4,0.0,0.0,0.0,0.0,7.41,45.95,2.29
2023-06-01,2023,Search,Restaurant_PT,Restaurante perto de mim,1727,196,0.0,0.0,4.08,1.0,11.35,36.14,85.26
2023-06-01,2023,Search,Brand_Awareness_FR,Hotel Charme,527,95,0.0,0.0,2.11,1.0,18.03,39.18,78.19
2023-06-01,2023,Search,Brand_Awareness_FR,Hotel Spa Lisbonne,228,48,0.0,0.0,0.0,0.0,21.05,65.52,42.42
2023-06-01,2023,Search,Brand_Awareness_USA,Boutique Hotel Lisbon,946,83,0.0,0.0,3.61,1.0,8.77,38.33,266.56
2023-06-01,2023,Demand Gen,Brand_Discovery_DE_NL_CH_BE,Last Minute DE,3761,257,0.0,0.0,0.0,0.0,6.83,,25.86
2023-06-01,2023,Demand Gen,Brand_Discovery_USA,Lisbon Vacations,15587,325,0.0,0.0,0.0,0.0,2.09,,63.06
2023-06-01,2023,Search,Sales_PT,Marca Liberdade PT,1727,404,21.0,58.82,27.97,11.75,23.39,56.17,90.71
2023-06-01,2023,Demand Gen,Brand_Discovery_UK,Planning_Trip_Lisbon_UK,1700,113,0.0,0.0,0.0,0.0,6.65,,14.83
2023-06-01,2023,Search,Restaurant_ENG,Restaurants near me,10910,384,0.0,0.0,54.43,1.0,3.52,5.0,91.01
2023-06-01,2023,Demand Gen,Remarketing_ENG,Remarketing ENG,1508,68,0.0,0.0,0.0,0.0,4.51,,30.48
2023-07-01,2023,Search,Sales_UK_IE,Marca Liberdade UK,367,105,0.0,0.0,41.9,19.85,28.61,67.78,114.22
2023-07-01,2023,Search,Sales_USA_CA,Marca USA_CA,281,67,0.0,0.0,5.97,1.0,23.84,71.72,151.99
2023-07-01,2023,Search,Sales_FR_BE_CH,Marca_Nova_FR,315,77,0.0,0.0,35.06,107.99,24.44,68.03,61.48
2023-07-01,2023,Search,Restaurant_PT,Restaurante sem gluten,42,3,0.0,0.0,0.0,0.0,7.14,15.38,1.18
2023-07-01,2023,Search,Restaurant_PT,Restaurante perto de mim,1181,132,0.0,0.0,2.27,1.0,11.18,23.48,40.89
2023-07-01,2023,Search,Brand_Awareness_FR,Hotel Charme,404,55,0.0,0.0,0.0,0.0,13.61,44.15,47.59
2023-07-01,2023,Search,Brand_Awareness_FR,Hotel Spa Lisbonne,150,32,0.0,0.0,0.0,0.0,21.33,54.89,27.55
2023-07-01,2023,Search,Brand_Awareness_USA,Boutique Hotel Lisbon,238,29,0.0,0.0,0.0,0.0,12.18,16.4,67.5
2023-07-01,2023,Demand Gen,Brand_Discovery_DE_NL_CH_BE,Last Minute DE,4913,332,0.0,0.0,0.49,1.0,6.76,,52.97
2023-07-01,2023,Demand Gen,Brand_Discovery_USA,Lisbon Vacations,7981,252,0.0,0.0,0.0,0.0,3.16,,137.28
2023-07-01,2023,Search,Sales_PT,Marca Liberdade PT,1206,269,16.0,128.49,50.19,16.11,22.31,50.31,52.29
2023-07-01,2023,Demand Gen,Brand_Discovery_UK,Planning_Trip_Lisbon_UK,6587,239,0.0,0.0,0.37,1.0,3.63,,63.5
2023-07-01,2023,Search,Restaurant_ENG,Restaurants near me,9369,337,0.0,0.0,42.73,1.0,3.6,10.01,91.57
2023-07-01,2023,Search,Brand_Awareness_BR,Hotel Lisboa,721,44,0.0,0.0,2.27,1.0,6.1,23.6,31.94
2023-07-01,2023,Search,Brand_Awareness_BR,Hotel Avenida Liberdade,70,2,0.0,0.0,0.0,0.0,2.86,42.17,1.4
2023-07-01,2023,Search,Brand_Awareness_BR,Hotel Lisboa Centro,119,6,0.0,0.0,0.0,0.0,5.04,30.81,4.33
2023-08-01,2023,Search,Sales_UK_IE,Marca Liberdade UK,329,84,0.0,0.0,7.14,1.0,25.53,65.53,120.27
2023-08-01,2023,Search,Sales_USA_CA,Marca USA_CA,306,89,3.0,361.23,20.22,61.04,29.08,72.38,152.57
2023-08-01,2023,Search,Sales_FR_BE_CH,Marca_Nova_FR,188,61,1.0,548.68,21.31,43.13,32.45,56.46,61.24
2023-08-01,2023,Search,Restaurant_PT,Restaurante sem gluten,40,3,0.0,0.0,333.33,1.0,7.5,11.63,0.74
2023-08-01,2023,Search,Restaurant_PT,Restaurante perto de mim,1466,149,0.0,0.0,8.72,1.0,10.16,20.4,45.26
2023-08-01,2023,Search,Brand_Awareness_FR,Hotel Charme,927,180,0.0,0.0,0.56,1.0,19.42,51.39,162.09
2023-08-01,2023,Search,Brand_Awareness_FR,Hotel Spa Lisbonne,461,86,0.0,0.0,0.0,0.0,18.66,69.92,81.05
2023-08-01,2023,Search,Brand_Awareness_USA,Boutique Hotel Lisbon,407,56,0.0,0.0,1.79,1.0,13.76,15.33,121.45
2023-08-01,2023,Search,Sales_ESP,Marca_Nova_ESP,321,102,3.0,108.09,43.14,8.3,31.78,79.21,38.5
2023-08-01,2023,Demand Gen,Brand_Discovery_DE_NL_CH_BE,Last Minute DE,8884,687,0.0,0.0,0.5,1.0,7.73,,98.14
2023-08-01,2023,Demand Gen,Brand_Discovery_USA,Lisbon Vacations,9447,475,0.0,0.0,0.36,1.0,5.03,,153.09
2023-08-01,2023,Search,Sales_PT,Marca Liberdade PT,944,221,14.0,116.23,33.48,22.8,23.41,44.59,43.65
2023-08-01,2023,Demand Gen,Brand_Discovery_UK,Planning_Trip_Lisbon_UK,11174,447,0.0,0.0,0.33,1.0,4.0,,95.01
2023-08-01,2023,Search,Restaurant_ENG,Restaurants near me,10812,321,0.0,0.0,32.4,1.0,2.97,13.21,90.71
2023-08-01,2023,Demand Gen,Remarketing_ENG,Remarketing ENG,5223,227,0.0,0.0,0.57,1.0,4.35,,118.22
2023-08-01,2023,Search,Brand_Awareness_BR,Hotel Lisboa,2942,198,0.0,0.0,0.0,0.0,6.73,23.33,126.63
2023-08-01,2023,Search,Brand_Awareness_BR,Hotel Avenida Liberdade,279,11,0.0,0.0,0.0,0.0,3.94,35.64,6.61
2023-08-01,2023,Search,Brand_Awareness_BR,Hotel Lisboa Centro,474,45,0.0,0.0,0.0,0.0,9.49,29.92,29.67
2023-09-01,2023,Search,Sales_UK_IE,Marca Liberdade UK,279,93,0.0,0.0,10.22,20.66,33.33,65.64,122.38
2023-09-01,2023,Search,Sales_USA_CA,Marca USA_CA,106,27,0.0,0.0,18.52,1.0,25.47,57.3,70.56
2023-09-01,2023,Search,Sales_FR_BE_CH,Marca_Nova_FR,169,60,0.0,0.0,37.5,83.63,35.5,61.9,60.61
2023-09-01,2023,Search,Brand_Awareness_FR,Hotel Charme,335,75,0.0,0.0,0.0,0.0,22.39,46.85,55.06
2023-09-01,2023,Search,Brand_Awareness_FR,Hotel Spa Lisbonne,239,60,0.0,0.0,0.0,0.0,25.1,66.39,45.36
2023-09-01,2023,Search,Brand_Awareness_USA,Boutique Hotel Lisbon,195,22,0.0,0.0,4.55,1.0,11.28,21.21,62.28
2023-09-01,2023,Search,Sales_ESP,Marca_Nova_ESP,143,43,1.0,1.0,44.19,157.8,30.07,57.43,16.27
2023-09-01,2023,Demand Gen,Brand_Discovery_DE_NL_CH_BE,Last Minute DE,9593,703,0.0,0.0,0.35,1.0,7.33,,66.91
2023-09-01,2023,Demand Gen,Brand_Discovery_USA,Lisbon Vacations,10006,202,0.0,0.0,0.44,1.0,2.02,,124.5
2023-09-01,2023,Search,Sales_PT,Marca Liberdade PT,837,215,14.0,1.0,37.67,12.42,25.69,46.37,43.31
2023-09-01,2023,Demand Gen,Brand_Discovery_UK,Planning_Trip_Lisbon_UK,9091,265,0.0,0.0,0.0,0.0,2.91,,81.21
2023-09-01,2023,Search,Restaurant_ENG,Restaurants near me,7174,384,0.0,0.0,22.92,1.0,5.35,14.45,115.03
2023-09-01,2023,Demand Gen,Remarketing_ENG,Remarketing ENG,719,27,0.0,0.0,1.61,1.0,3.76,,8.61
2023-09-01,2023,Search,Brand_Awareness_BR,Hotel Lisboa,1917,172,0.0,0.0,1.16,1.0,8.97,23.99,106.62
2023-09-01,2023,Search,Brand_Awareness_BR,Hotel Avenida Liberdade,159,14,0.0,0.0,0.0,0.0,8.81,34.06,8.46
2023-09-01,2023,Search,Brand_Awareness_BR,Hotel Lisboa Centro,317,27,0.0,0.0,0.0,0.0,8.52,31.57,16.84
2023-10-01,2023,Search,Sales_UK_IE,Marca Liberdade UK,386,135,0.0,0.0,16.3,1.0,34.97,69.19,118.69
2023-10-01,2023,Search,Sales_USA_CA,Marca USA_CA,201,54,0.0,0.0,59.26,1.0,26.87,66.89,144.04
2023-10-01,2023,Search,Sales_FR_BE_CH,Marca_Nova_FR,245,68,0.0,0.0,20.59,1.0,27.76,54.59,60.32
2023-10-01,2023,Search,Brand_CityBreak_Europe,City Break Lisbon,742,91,0.0,0.0,0.0,0.0,12.26,17.56,97.75
2023-10-01,2023,Search,Brand_CityBreak_Europe,Lisbon Weekend Break,777,76,0.0,0.0,2.63,1.0,9.78,17.46,82.94
2023-10-01,2023,Search,Brand_Awareness_FR,Hotel Charme,751,165,0.0,0.0,0.0,0.0,21.97,45.8,134.81
2023-10-01,2023,Search,Brand_Awareness_FR,Hotel Spa Lisbonne,553,129,0.0,0.0,2.33,1.0,23.33,60.27,106.79
2023-10-01,2023,Search,Brand_Awareness_USA,Boutique Hotel Lisbon,515,65,0.0,0.0,1.54,1.0,12.62,27.36,152.54
2023-10-01,2023,Search,Sales_ESP,Marca_Nova_ESP,243,74,1.0,1.0,27.03,1.0,30.45,66.03,33.68
2023-10-01,2023,Demand Gen,Brand_Discovery_DE_NL_CH_BE,Last Minute DE,16951,994,0.0,0.0,0.93,1.0,5.86,,115.41
2023-10-01,2023,Demand Gen,Brand_Discovery_USA,Lisbon Vacations,14775,214,0.0,0.0,0.05,1.0,1.45,,104.07
2023-10-01,2023,Search,Sales_PT,Marca Liberdade PT,1015,293,25.0,1.0,40.96,1.0,28.87,45.15,58.27
2023-10-01,2023,Demand Gen,Brand_Discovery_UK,Planning_Trip_Lisbon_UK,13733,439,0.0,0.0,0.25,1.0,3.2,,122.7
2023-10-01,2023,Search,Restaurant_ENG,Restaurants near me,13304,652,0.0,0.0,30.06,1.0,4.9,15.06,203.58
2023-10-01,2023,Search,Brand_Awareness_BR,Hotel Lisboa,2090,193,0.0,0.0,1.55,1.0,9.23,19.42,103.5
2023-10-01,2023,Search,Brand_Awareness_BR,Hotel Avenida Liberdade,172,17,0.0,0.0,0.0,0.0,9.88,28.36,8.06
2023-10-01,2023,Search,Brand_Awareness_BR,Hotel Lisboa Centro,406,62,0.0,0.0,0.0,0.0,15.27,32.97,32.81
2023-10-01,2023,Demand Gen,DemandGen_USA,Lisbon Vacation,26,1,0.0,0.0,0.0,0.0,3.85,,0.22
2023-11-01,2023,Search,Sales_UK_IE,Marca Liberdade UK,114,38,0.0,0.0,23.68,1.0,33.33,71.7,61.66
2023-11-01,2023,Search,Sales_USA_CA,Marca USA_CA,20,4,0.0,0.0,50.0,1.0,20.0,90.91,8.78
2023-11-01,2023,Search,Sales_FR_BE_CH,Marca_Nova_FR,62,16,0.0,0.0,37.5,1.0,25.81,52.99,24.01
2023-11-01,2023,Search,Restaurant_PT,Restaurante sem gluten,10,0,0.0,0.0,0.0,0.0,0.0,33.33,0.0
2023-11-01,2023,Search,Restaurant_PT,Jantar Fim Ano,12,1,0.0,0.0,0.0,0.0,8.33,36.67,0.37
2023-11-01,2023,Search,Restaurant_PT,Brunch Ano Novo,1,0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
2023-11-01,2023,Search,Restaurant_PT,Restaurante Grupos,505,38,0.0,0.0,0.0,0.0,7.52,54.7,29.26
2023-11-01,2023,Search,Restaurant_PT,Almoço Natal,3,1,0.0,0.0,0.0,0.0,33.33,50.0,0.37
2023-11-01,2023,Search,Brand_Awareness_PT,Hotel em Lisboa,16,1,0.0,0.0,0.0,0.0,6.25,5.0,1.04
2023-11-01,2023,Search,Brand_Awareness_USA,Boutique Hotel Lisbon,139,12,0.0,0.0,0.0,0.0,8.63,31.55,28.51
2023-11-01,2023,Search,Sales_ESP,Marca_Nova_ESP,83,36,3.0,1.0,33.33,1.0,43.37,61.03,13.58
2023-11-01,2023,Demand Gen,Brand_Discovery_DE_NL_CH_BE,Last Minute DE,14897,324,0.0,0.0,0.42,1.0,2.17,,46.14
2023-11-01,2023,Search,Sales_PT,Marca Liberdade PT,365,101,3.0,1.0,40.59,1.0,27.67,50.98,16.81
2023-11-01,2023,Demand Gen,Brand_Discovery_UK,Planning_Trip_Lisbon_UK,23262,563,0.0,0.0,1.22,1.0,2.42,,58.18
2023-11-01,2023,Search,Restaurant_ENG,Restaurants near me,5954,171,0.0,0.0,22.22,1.0,2.87,15.29,81.14
2023-11-01,2023,Demand Gen,DemandGen_USA,Lisbon Vacation,11251,226,0.0,0.0,0.0,0.0,2.01,,55.81
2023-12-01,2023,Search,Sales_UK_IE,Marca Liberdade UK,226,58,0.0,0.0,17.24,1.0,25.66,71.79,111.04
2023-12-01,2023,Search,Sales_USA_CA,Marca USA_CA,130,45,0.0,0.0,8.89,1.0,34.62,63.41,143.64
2023-12-01,2023,Search,Sales_FR_BE_CH,Marca_Nova_FR,257,82,0.0,0.0,40.24,1.0,31.91,65.38,60.43
2023-12-01,2023,Search,Brand_CityBreak_Europe,City Break Lisbon,67,7,0.0,0.0,0.0,0.0,10.45,15.96,8.88
2023-12-01,2023,Search,Brand_CityBreak_Europe,Lisbon Weekend Break,269,30,0.0,0.0,3.33,1.0,11.15,15.68,46.36
2023-12-01,2023,Search,Restaurant_PT,Restaurante sem gluten,52,4,0.0,0.0,25.0,1.0,7.69,5.0,1.4
2023-12-01,2023,Search,Restaurant_PT,Jantar Fim Ano,4765,514,0.0,0.0,0.19,1.0,10.79,23.9,115.16
2023-12-01,2023,Search,Restaurant_PT,Brunch Ano Novo,417,29,0.0,0.0,0.0,0.0,6.95,34.99,5.49
2023-12-01,2023,Search,Restaurant_PT,Restaurante Grupos,272,22,0.0,0.0,0.0,0.0,8.09,18.4,9.11
2023-12-01,2023,Search,Restaurant_PT,Almoço Natal,238,20,0.0,0.0,0.0,0.0,8.4,45.11,8.82
2023-12-01,2023,Search,Restaurant_PT,Jantar Natal Consoada,264,35,0.0,0.0,2.86,1.0,13.26,43.1,12.32
2023-12-01,2023,Search,Brand_Awareness_FR,Hotel Charme,127,27,0.0,0.0,0.0,0.0,21.26,35.47,29.25
2023-12-01,2023,Search,Brand_Awareness_FR,Hotel Spa Lisbonne,152,39,0.0,0.0,0.0,0.0,25.66,54.68,41.72
2023-12-01,2023,Search,Brand_Awareness_PT,Hotel em Lisboa,407,20,0.0,0.0,0.0,0.0,4.91,13.48,25.19
2023-12-01,2023,Search,Brand_Awareness_PT,Boutique Hotel Lisboa,189,41,0.0,0.0,4.88,1.0,21.69,60.82,39.3
2023-12-01,2023,Search,Brand_Awareness_PT,Hotel Avenida da Liberdade,452,44,0.0,0.0,4.55,1.0,9.73,70.68,38.6
2023-12-01,2023,Search,Brand_Awareness_PT,Hotel Lisboa Centro,356,40,0.0,0.0,2.5,1.0,11.24,49.28,46.6
2023-12-01,2023,Search,Brand_Awareness_USA,Boutique Hotel Lisbon,434,51,0.0,0.0,17.65,1.0,11.75,34.22,154.1
2023-12-01,2023,Search,Sales_ESP,Marca_Nova_ESP,194,67,0.0,0.0,13.43,1.0,34.54,71.06,11.88
2023-12-01,2023,Demand Gen,Brand_Discovery_DE_NL_CH_BE,Last Minute DE,24993,667,0.0,0.0,1.82,1.0,2.67,,110.34
2023-12-01,2023,Search,Sales_PT,Marca Liberdade PT,1093,384,34.0,1.0,46.88,1.0,35.13,57.34,85.86
2023-12-01,2023,Demand Gen,Brand_Discovery_UK,Planning_Trip_Lisbon_UK,22999,502,0.0,0.0,0.0,0.0,2.18,,17.75
2023-12-01,2023,Search,Restaurant_ENG,Restaurants near me,1976,43,0.0,0.0,30.23,1.0,2.18,22.23,19.37
2024-01-01,2024,Search,Sales_UK_IE,Marca Liberdade UK,635,188,0.0,0.0,14.89,1.0,29.61,56.33,121.21
2024-01-01,2024,Search,Sales_USA_CA,Marca USA_CA,562,136,0.0,0.0,13.24,1.0,24.2,53.79,146.06
2024-01-01,2024,Search,Sales_FR_BE_CH,Marca_Nova_FR,619,212,0.0,0.0,22.64,1.0,34.25,61.97,120.6
2024-01-01,2024,Search,Brand_CityBreak_Europe,City Break Lisbon,578,58,0.0,0.0,0.0,0.0,10.03,5.0,51.99
2024-01-01,2024,Search,Brand_CityBreak_Europe,Lisbon Weekend Break,687,68,0.0,0.0,0.0,0.0,9.9,5.0,74.13
2024-01-01,2024,Search,Brand_Awareness_FR,Hotel Charme,763,127,0.0,0.0,2.36,1.0,16.64,40.19,82.44
2024-01-01,2024,Search,Brand_Awareness_FR,Hotel Spa Lisbonne,550,96,0.0,0.0,1.04,1.0,17.45,49.01,64.98
2024-01-01,2024,Search,Brand_Awareness_USA,Boutique Hotel Lisbon,527,58,0.0,0.0,6.9,1.0,11.01,18.01,72.98
2024-01-01,2024,Search,Brand_Awareness_USA,Hotels in Lisbon,1886,126,0.0,0.0,6.35,1.0,6.68,5.0,166.3
2024-01-01,2024,Demand Gen,Brand_Discovery_FR,Offre de Dernière Minute,53550,2675,0.0,0.0,1.3,1.0,5.0,,120.78
2024-01-01,2024,Search,Sales_ESP,Marca_Nova_ESP,12,4,0.0,0.0,25.0,1.0,33.33,80.0,1.07
2024-01-01,2024,Demand Gen,Brand_Discovery_DE_NL_CH_BE,Last Minute DE,84252,3172,0.0,0.0,0.94,1.0,3.76,,126.11
2024-01-01,2024,Demand Gen,Brand_Discovery_USA,Lisbon Vacations,80443,1705,0.0,0.0,0.0,0.0,2.12,,166.41
2024-01-01,2024,Search,Sales_PT,Marca Liberdade PT,48,12,0.0,0.0,25.0,1.0,25.0,53.33,1.68
2024-01-01,2024,Demand Gen,Brand_Discovery_UK,Planning_Trip_Lisbon_UK,49297,1750,0.0,0.0,0.17,1.0,3.55,,120.33
2024-02-01,2024,Search,Sales_UK_IE,Marca Liberdade UK,719,195,1.0,,14.36,37.13,27.12,57.42,121.85
2024-02-01,2024,Search,Sales_USA_CA,Marca USA_CA,255,57,1.0,840.0,5.26,280.67,22.35,49.9,84.95
2024-02-01,2024,Search,Sales_FR_BE_CH,Marca_Nova_FR,541,173,1.41,503.34,9.49,44.25,31.98,66.29,121.06
2024-02-01,2024,Search,Brand_CityBreak_Europe,City Break Lisbon,379,25,0.0,0.0,0.0,0.0,6.6,14.06,23.81
2024-02-01,2024,Search,Brand_CityBreak_Europe,Lisbon Weekend Break,514,53,0.0,0.0,0.0,0.0,10.31,5.0,53.16
2024-02-01,2024,Search,Seasonal_Valentines_PT,Hotel Dia Namorados,541,98,0.0,0.0,0.0,0.0,18.11,59.69,32.36
2024-02-01,2024,Search,Seasonal_Valentines_PT,Programa Dia dos Namorados,119,11,0.0,0.0,0.0,0.0,9.24,34.01,5.1
2024-02-01,2024,Search,Brand_Awareness_FR,Hotel Charme,369,69,0.0,0.0,0.0,0.0,18.7,35.72,44.01
2024-02-01,2024,Search,Brand_Awareness_FR,Hotel Spa Lisbonne,242,53,0.0,0.0,1.89,1.0,21.9,47.44,41.81
2024-02-01,2024,Search,Brand_MICE_PT,Espaços Eventos Lisboa,917,113,0.0,0.0,0.0,0.0,12.32,33.99,37.37
2024-02-01,2024,Search,Brand_MICE_PT,Auditorios LX,137,11,0.0,0.0,0.0,0.0,8.03,60.48,2.87
2024-02-01,2024,Search,Brand_MICE_PT,Espaços para Eventos,352,34,0.0,0.0,0.0,0.0,9.66,18.21,10.58
2024-02-01,2024,Search,Brand_Awareness_USA,Boutique Hotel Lisbon,135,22,0.0,0.0,0.0,0.0,16.3,21.34,32.84
2024-02-01,2024,Search,Brand_Awareness_USA,Hotels in Lisbon,925,71,0.0,0.0,53.52,1.0,7.68,11.03,101.53
2024-02-01,2024,Demand Gen,Brand_Discovery_FR,Offre de Dernière Minute,17307,1060,0.0,0.0,0.0,0.0,6.12,,35.99
2024-02-01,2024,Demand Gen,Brand_Discovery_DE_NL_CH_BE,Last Minute DE,81472,2560,0.0,0.0,0.63,1.0,3.14,,88.63
2024-02-01,2024,Demand Gen,Brand_Discovery_UK,Planning_Trip_Lisbon_UK,57723,1685,0.0,0.0,0.65,1.0,2.92,,87.26
2024-03-01,2024,Search,Sales_UK_IE,Marca Liberdade UK,612,152,1.0,483.75,0.66,483.75,24.84,57.58,120.49
2024-03-01,2024,Search,Sales_USA_CA,Marca USA_CA,500,128,0.0,0.0,0.0,0.0,25.6,61.43,147.26
2024-03-01,2024,Search,Sales_FR_BE_CH,Marca_Nova_FR,476,153,2.0,,1.31,,32.14,68.35,121.59
2024-03-01,2024,Search,Brand_CityBreak_Europe,City Break Lisbon,490,36,0.0,0.0,0.0,0.0,7.35,10.86,36.7
2024-03-01,2024,Search,Brand_CityBreak_Europe,Lisbon Weekend Break,374,53,0.0,0.0,0.0,0.0,14.17,5.0,56.71
2024-03-01,2024,Search,Brand_Awareness_FR,Hotel Charme,635,114,0.0,0.0,0.0,0.0,17.95,40.58,73.3
2024-03-01,2024,Search,Brand_Awareness_FR,Hotel Spa Lisbonne,318,57,0.0,0.0,0.0,0.0,17.92,52.65,38.06
2024-03-01,2024,Search,Brand_MICE_PT,Espaços Eventos Lisboa,1112,156,0.0,0.0,0.0,0.0,14.03,54.02,61.61
